Cheapest_Flight
"{duration:57,date:11/30/2015 21:43:26,distance:334,airline:19977,class:business,price:353}"
"{duration:70,date:11/23/2015 09:37:48,distance:574,airline:20304,class:business,price:597}"
"{duration:233,date:11/30/2015 23:33:29,distance:1744,airline:19977,class:business,price:1821}"
